;author;text;title
370;Anna Achmàtova;"Bevo a una casa distrutta,
alla mia vita sciagurata,
a solitudini vissute in due
e bevo anche a te:
all’inganno di labbra che tradirono,
al morto gelo dei tuoi occhi,
ad un mondo crudele e rozzo,
ad un Dio che non ci ha salvato.";Ultimo brindisi
371;Anna Achmàtova;"La porta è socchiusa,
dolce respiro dei tigli...
Sul tavolo, dimenticati,
un frustino ed un guanto.

Giallo cerchio del lume...
Tendo l’orecchio ai fruscii.
Perché sei andato via?
Non comprendo...

Luminoso e lieto
domani sarà il mattino.
Questa vita è stupenda,
sii dunque saggio, cuore.

Tu sei prostrato, batti
più sordo, più a rilento...
Sai, ho letto
che le anime sono immortali.";La porta è socchiusa
372;Anna Achmàtova;"Io ho appreso a vivere con semplicità, con saggezza,
a guardare il cielo e a pregare Iddio,
e a girellare a lungo innanzi sera,
per stancare l’inutile angoscia.

Quando nel dirupo frusciano le bardane
e declina il grappolo del sorbo giallo-rosso,
io compongo versi festevoli
sulla vita caduca, caduca e bellissima.

Ritorno. Mi lambisce il palmo
il gatto piumoso che ronfa con piú tenerezza,
e un fuoco smagliante divampa
sulla torretta della segheria lacustre.

Soltanto di rado squarcia il silenzio
il grido d’una cicogna volata sul tetto.
E se tu busserai alla mia porta,
mi sembra che non udrò nemmeno.";Io ho appreso a vivere
373;Anna Achmàtova;"Quando la notte attendo il suo arrivo,
la vita sembra sia appesa a un filo.
Che cosa sono onori, libertà, giovinezza
di fronte all’ospite dolce
col flauto nella mano? Ed ecco è entrata.
Levato il velo, mi guarda attentamente.
Le chiedo: “Dettasti a Dante tu
le pagine dell’Inferno?” Risponde: “Io”.";La musa
374;Anna Achmàtova;"Non ho chiuso le tendine,
guarda dritto nella stanza.
Perché non puoi fuggire
oggi sono così allegra.
Dimmi pure svergognata,
scagliami i tuoi sarcasmi:
sono stata la tua insonnia,
la tua angoscia sono stata.";Non ho chiuso le tendine
375;Anna Achmàtova;"La piuma urtò il tetto del calesse.
Io lo guardai negli occhi.
Il cuore si struggeva, non sapendo nemmeno
la causa della pena.

Sera senza vento, avvinta di tristezza
sotto l’arco del cielo nuvoloso,
il Bois de Boulogne pareva
tracciato a china in un album antico.

Aroma di benzina e di lillà,
una guardiga quiete...
Di nuovo egli toccò le mie ginocchia
con la mano che quasi non tremava.";La passeggiata
376;Anna Achmàtova;"E quel cuore più non riponderà
Alla mia voce, esultante e afflitto.
Tutto è finito... E il mio canto risuona
Nella notte vuota, ove più tu non sei.";E quel cuore più non risponderà
377;Antonio Tebaldeo;"Non seranno i capei sempre d’or fino,
non seran sempre perle i bianchi denti,
non sempre aràn splendor gli occhi toi ardenti,
né sempre rose il bel volto divino.
Belleza è come i fior, che nel matino
son freschi e vaghi e poi la sera spenti,
né noi se renoviàn come i serpenti,
che nati son sotto miglior destino.
Deh, muta hormai questi costumi altieri,
ché i giorni corron più che cervi e pardi,
e stolta sei, se sempre durar speri.
Manca ogni cosa, e se nel specchio guardi,
vedrai che non sei quella che fusti heri;
però provedi a non pentirte tardi.";Non seranno i capei sempre d’or fino
378;Nikifòros Vrettakos;" Meglio aver vissuto ai tempi di Troia.
 Potevo fare allora qualcosa di più, chissà,
 invece di questa paralisi e incertezza
 e questa paura ogni giorno, queste traversie
 nell'ultima metà del ventesimo secolo.

 Forse allora con una cetra, traversando di corsa
 su e giù l'accampamento, avrei cantato
 carmi epici, per infondere coraggio ai Greci,
 forse avrei potuto dar consigli ad Achille,
 far finire prima la guerra e certo
 con esempi più nobili e generosi,
 senza cavalli di legno, senza gli inganni
 degradanti per gli eroi e soprattutto senza
 quell'incendio e quella spada
 che annientarono Ilio. Allora forse
 non sarebbero periti Ettore e altri numerosi,
 belli come i Greci.
Forse
 poi avrebbe preso anche me Ulisse,
 uno in più tra i suoi compagni,
 per dieci anni o anche oltre, – che importa?
 una mia Itaca io non l'avevo – e forse gli dèi
 non adirati, ma benevoli ci avrebbero
 mantenuto propizio il tempo per la nave.

 Meglio aver vissuto ai tempi di Troia,
 e non ora, quando fuggendo lontano dalla patria
 (ma Troia non è caduta, le nostre bandiere
 ormai lacere, ed Elena
 abbandonata alle nostre spalle) vado errando
 da trent'anni, di qua e di là nei apesi degli amici,
 senza Itaca, senza fede, senza compagni. "; Acheo contemporaneo 
379;Nikifòros Vrettakos;" (...) Si apriva il mondo ed entrava lo scafo
 sotto arcate di fuoco che vaporavano azzurre.
 Si allontanava dalla Terra
 verso gli spazi celesti e sempre più
 la luce guizzava ricca
 dalle fiancate fra le sartie e una brezza
 più fresca rianimava i marinai:
 con frenesia di segnali dai pennoni
 salutavano il sole e le stelle.
 E così, come fuggono le albe
 e arrivano i tramonti, non capiscono,
 e neppure quando la luce del giorno si allarga e splende
 su tutte le terre intorno, e quando
 schizza sulle acque furiose, e quando la notte
 senza voce riveste e spoglia
 con i suoi astri la terra, un bianco
 diluvio di astri, e con il sole che intanto
 continuava a divampare nell'universo
 – scendevano cercando Troia
 e il suo prodigioso sembiante. Placido
 il mare scendeva nelle profondità
 come fiume di luce che si riversa
 nel cielo, e sui flutti anche il veliero
 scendeva e si piegava appena
 sfiorando la lanugine della bonaccia.
 Poggiati sui gomiti i marinai,
 gli occhi innocenti rivolti
 al cielo, correvano sulle acque; immersi
 nel sublime creato che aveva aperto enorme
 una crepa sulla superficie della loro anima,
 come per il sisma di un'ebbrezza universale.
(...) "; Da Il viaggio dell'Arcangelo 
380;Laura Nobile;" Se tu estraneo guardassi
 di un fiume le pietre,
 di una pianta le radici
 (quand'esse chiedono),
 piangeresti per averlo fatto.
 Ma se guardi me
 che se chiedo non mi ascolto,
 Se mi guardi e cerchi,
 e frughi bene ove son certa di custodire
qualcosa, qualcuno,
ecco che stupito rideresti.
Per tanto vuoto.";Estraneo
381;Jorge Luis Borges;"Se io potessi vivere un'altra volta la mia vita
nella prossima cercherei di fare più errori
non cercherei di essere tanto perfetto,
mi negherei di più,
sarei meno serio di quanto sono stato,
difatti prenderei pochissime cose sul serio.
Sarei meno igienico,
correrei più rischi,
farei più viaggi,
guarderei più tramonti,
salirei più montagne,
nuoterei più fiumi,
andrei in posti dove mai sono andato,
mangerei più gelati e meno fave,
avrei più problemi reali e meno immaginari.
Io sono stato una di quelle persone che ha vissuto sensatamente
e precisamente ogni minuto della sua vita;
certo che ho avuto momenti di gioia
ma se potessi tornare indietro cercherei di avere soltanto buoni momenti.
Nel caso non lo sappiate, di quello è fatta la vita,
solo di momenti, non ti perdere l'oggi.
Io ero uno di quelli che mai andava in nessun posto senza un termometro,
una borsa d'acqua calda, un ombrello e un paracadute;
se potessi vivere di nuovo comincerei ad andare scalzo all'inizio della primavera
e continuerei così fino alla fine dell'autunno.
Farei più giri nella carrozzella,
guarderei più albe e giocherei di più con i bambini,
se avessi un'altra volta la vita davanti.
Ma guardate, ho 85 anni e so che sto morendo.";Istanti
382;Jorge Luis Borges;" Entra la luce e affioro lentamente
 dai sogni all'altro sogno condiviso
in cui le cose riprendono il posto loro fissato, mentre nel presente
 converge vasto e schiacciante il confuso
 ieri: le secolari migrazioni degli uccelli e dell'uomo, le legioni
 che il ferro decimò, Roma e Cartagine.
 E ritorna la quotidiana storia:
 la voce e il volto miei, timore e sorte.
 Ah se quell'altro destarmi, la morte ,
 recasse un tempo senza più memoria
 del mio nome e di quanto sono stato!
 Se mi portasse l'oblio quel mattino! "; Il risveglio
383;Jorge Luis Borges;"Ringraziare voglio il divino
labirinto degli effetti e delle cause
per la diversità delle creature
che compongono questo singolare universo,
per la ragione, che non cesserà di sognare
un qualche disegno del labirinto,
per il viso di Elena e la perseveranza di Ulisse,
per l’amore, che ci fa vedere gli altri
come li vede la divinità,
per il saldo diamante e l’acqua sciolta,
per l’algebra, palazzo dai precisi cristalli,
per le mistiche monete di Angelus Silesius,
per Schopenhauer,
che forse decifrò l’universo,
per lo splendore del fuoco
che nessun essere umano può guardare senza uno stupore antico,
per il mogano, il cedro e il sandalo,
per il pane e il sale,
per il mistero della rosa
che prodiga colore e non lo vede,
per certe vigilie e giornate del 1955,
per i duri mandriani che nella pianura
aizzano le bestie e l’alba,
per il mattino a Montevideo,
per l’arte dell’amicizia,
per l’ultima giornata di Socrate,
per le parole che in un crepuscolo furono dette
da una croce all’altra.
per quel sogno dell’Islam che abbracciò
mille notti e una notte,
per quell’altro sogno dell’inferno,
della torre del fuoco che purifica,
e delle sfere gloriose,
per Swedenborg,
che conversava con gli angeli per le strade di Londra,
per i fiumi segreti e immemorabili
che convergono in me,
per la lingua che, secoli fa, parlai nella Northumbria,
per la spada e Tarpa dei sassoni,
per il mare, che è un deserto risplendente
e una cifra di cose che non sappiamo,
per la musica verbale dell’Inghilterra,
per la musica verbale della Germania,
per l’oro, che sfolgora nei versi,
per l’epico inverno,
per il nome di un libro che non ho letto: Gesta Dei per Francos
per Verlaine, innocente come gli uccelli,
per il prisma di cristallo e il peso d’ottone,
per le strisce della tigre,
per le alte torri di San Francisco e dell’isola di Manhattan
per il mattino nel Texas,
per quel sivigliano che stese l’Epistola Morale
e il cui nome, come egli avrebbe preferito, ignoriamo,
per Seneca e Lucano, di Cordova,
che prima dello spagnolo scrissero
tutta la letteratura spagnola,
per il geometrico e bizzarro gioco degli scacchi,
per la tartaruga di Zenone e la mappa di Royce,
per l’odore medicinale degli eucalipti,
per il linguaggio, che può simulare la sapienza,
per l’oblio, che annulla o modifica il passato,
per la consuetudine,
che ci ripete e ci conferma come uno specchio,
per il mattino, che ci procura l’illusione di un principio
per la notte, le sue tenebre e la sua astronomia,
per il coraggio e la felicità degli altri,
per la patria, sentita nei gelsomini
o in una vecchia spada,
per Whitman e Francesco d’Assisi, che scrissero già questa poesia,
per il fatto che questa poesia è inesauribile
e si confonde con la somma delle creature
e non arriverà mai all’ultimo verso
e cambia secondo gli uomini,
per Frances Haslam, che chiese perdono ai suoi figli
perché moriva così lentamente,
per i minuti che precedono il sonno,
per il sonno e la morte,
per due tesori occulti,
per gli intimi doni che non elenco,
per la musica, misteriosa forma del tempo.";Poesia dei doni
384;Jorge Luis Borges;"Un uomo che coltiva il suo giardino, come voleva Voltaire.
Chi è contento che sulla terra esista la musica.
Chi scopre con piacere un’etimologia.
Due impiegati che in un caffè del Sur giocano in silenzio agli scacchi.
Il ceramista che premedita un colore e una forma.
Il tipografo che compone bene questa pagina, che forse non gli piace.
Una donna e un uomo che leggono le terzine finali di un certo canto.
Chi accarezza un animale addormentato.
Chi giustifica o vuole giustificare un male che gli hanno fatto.
Chi è contento che sulla terra ci sia Stevenson.
Chi preferisce che abbiano ragione gli altri.
Queste persone, che si ignorano, stanno salvando il mondo.";I Giusti
385; Donata Berra;"Quando ull’arco del giorno si schiaccia la notte
 e abbruna la linfa alle nostre membra sfatte

 passa la mano dell’onda e subito
 abbiamo tutti lo stesso nome

 i giochi le reti gettate gli sguardi la compiacenza
 il lungo, faticoso metterci in scena
niente 
 più appare

 sotto il cielo ragnato da un inutile sole
 come se il tempo si trovasse altrove

 calma è soltanto la voce
 nostra, che dice – in fondo noi
lo 
 sapevamo

 vieni, riposa, voglio accarezzarti di buio,
 buio sulla tua pelle, a piene mani
ti 
 accarezzo di buio
 che renda cieca la voce.";Tsunami
386;Sara Teasdale ;" Vento, grandine, pioggia tempestosa,
foschia che vela il giorno al suo languire,
d’anima e corpo ogni pena gravosa
finché posso vorrei per te patire.

E se potessi amarti t’amerei
perché in una notte infinita
presto si perderanno i giorni miei
e anche la pena mi sarà proibita. ";Unknown
387;Domenico Venier ;"Non punse, arse o legò stral, fiamma o laccio 
d’Amor giammai sì duro e freddo e sciolto 
cor, quanto ’l mio ferito, acceso e ’nvolto, 
misero pur nell’amoroso impaccio. 
Saldo e gelido più che marmo e ghiaccio, 
libero in tutto io non temeva stolto 
piaga, incendio o ritegno, e pur m’ha colto 
l’arco, l’esca e la rete in ch’io mi giaccio. 
E trafitto e distrutto e preso in modo 
son, ch’altro cor non apre, avvampa o cinge 
dardo, face o catena oggi più forte. 
Né fia credo che ’l sangue, il foco e ’l nodo, 
che ’l fianco allega e mi consuma e stringe, 
stagni, spenga o rallenti altri che morte.";Non punse, arse o legò stral, fiamma o laccio
388;Torquato Tasso;"Ecco mormorar l’onde 
e tremolar le fronde 
e l’aura mattutina e gli arboscelli, 
e sopra i verdi rami i vaghi augelli 
cantar soavemente 
e rider l’orïente: 
ecco già l’alba appare 
e si specchia nel mare, 
e rasserena il cielo, 
e le campagne imperla il dolce gelo, 
e gli alti monti indora. 
O bella e vaga aurora, 
l’aura è tua messaggera, e tu de l’aura 
ch’ogni arso cor restaura.";Descrive l’apparir de l’aurora e de la sua donna
389;Attila József;"Sempre ti attendo. L'erba è rugiadosa.
 Anche gli alberi grandi dalle chiome
 piene di orgoglio aspettano. Io sono
 rigido e vacillante a volte. È tetra
 la notte per chi è solo.
 Se tu venissi, si farebbe il prato
 liscio: e silenzio, gran silenzio.
 Ma udiremmo una musica notturna
 misteriosa; sulle nostre labbra
 canterebbero i cuori e lentamente
 ci fonderemmo, offerti al rosso ardore
 d'un profumato altare,
 nell'infinito. ";Unknown
390;Girolamo  Preti;"Ei da la verde sponda
con un salto leggero alfin spiccossi
e guizzando ne l’onda
inargentò di bianca spuma il lago.
Quivi si pone audacemente a nuoto,
le belle braccia inarca,
e mentre or le ristrigne, or le distende,
con quell’arco d’avorio
de la ninfa, che ’l mira, il cor saetta.
Disfà poscia quell’arco,
e cangia forma al nuoto,
e con uffizio alterno
or questa, or quella man l’onda percote.
Il piè leggiadro ancora
de la candida man s’accorda al moto,
si distende con lei, con lei si stringe:
quand’ella fende l’acque, egli le spinge.
Parean le belle membra
fra liquido cristal nevi guizzanti,
o tra lucido vetro
candidissimi avori e gigli ascosi;
e l’umidetto crine
sovra l’acque parea
quel vello d’or, cui già portò per l’onde
da le rive de’ Colchi il legno argivo.
La ninfa arde e si strugge,
stupida il ciglio e palpitante il core,
e non è la sua vita altro ch’un guardo.";da La Salmace
